gender,kais_direct,kais_rr,Duration (in seconds),StartDate,FL_63_DO_saied_sensitive,FL_63_DO_saied_nonsensitive,ResponseId,ExternalReference
Female,Yes,NA,593,2023-08-09,NA,1,R_qUEIqs5GqMSpalH,R_aaAL0IXI41VQrhD
Female,NA,One of the two statements is true.,5267,2023-08-09,1,NA,R_2YlXez7hZrPa2FX,R_1ZCExmbO677IceZ
Female,NA,Both statements are true OR neither is true.,991,2023-08-09,1,NA,R_1obzBm6Q1E2N729,R_3iP6SnH3Ve3QkBf
Female,NA,One of the two statements is true.,968,2023-08-09,1,NA,R_2zSUKjNgttNiatr,R_28MuDCgIxJBsnNU
Female,NA,NA,21599,2023-08-09,1,NA,R_3QX0dtE7wItd3gB,R_1OZu1f7nOl2lsNO
Female,No,NA,1069,2023-08-09,NA,1,R_8x2U7it7QI7bxwB,R_3m2Xv7yixwwu3iJ
Female,NA,One of the two statements is true.,935,2023-08-09,1,NA,R_1GBpIjfxzmOuSL3,R_242UG4aCecaXSrd
Male,No,NA,709,2023-08-10,NA,1,R_1isnbu5eT2gzUrQ,R_U9BVpJah6vI5aj7
Male,NA,One of the two statements is true.,163,2023-08-10,1,NA,R_74J9TbZswUhR0l3,R_3PhFdGw3eLDe7Ld
Female,No,NA,969,2023-08-10,NA,1,R_2rp6Rhv4LaH77hC,R_3Mcha49CkouWLyv
Female,NA,One of the two statements is true.,719,2023-08-10,1,NA,R_1jvuDrra8WHlq73,R_12uadewkpd6suS7
Female,NA,One of the two statements is true.,657,2023-08-10,1,NA,R_2tniOmJwWmPIE5A,R_1our51VpPNS2399
Male,NA,One of the two statements is true.,981,2023-08-10,1,NA,R_A6STTbc6LlXOnN7,R_8ANNsQXlHZwaUCt
Male,NA,Both statements are true OR neither is true.,3296,2023-08-10,1,NA,R_sT0B1XNS2VNs081,R_2E5FQkJnzjZXLSI
Male,No,NA,2073,2023-08-10,NA,1,R_1M5teeNaQZjcn7P,R_2yrxtIN1oJTJt1W
Male,Yes,NA,5885,2023-08-10,NA,1,R_2dW8eLOnzpp78Oo,R_3dGQq4fQPakUSXd
Female,NA,NA,1676,2023-08-10,NA,1,R_3syKVsZT2g7Wd2W,R_3qmrvaPjLLNU0H4
Female,No,NA,380,2023-08-10,NA,1,R_rebfo0ioU7agcW5,R_3egnp9HjtgSTw9x
Female,NA,One of the two statements is true.,1098,2023-08-10,1,NA,R_25RVUMLGY9krNll,R_1oBxRkN8GNPoLzg
Male,No,NA,1268,2023-08-10,NA,1,R_2dWPmX6vACmBNhb,R_9tPX3kim1VbL0lj
Male,NA,One of the two statements is true.,604,2023-08-10,1,NA,R_24M0i3zwQnSPYzM,R_1i3YgKzSz97SJGo
Male,No,NA,349,2023-08-10,NA,1,R_3EG7OAa7xWWqIWQ,R_3JjWaNmnqZEr5iq
Male,No,NA,2422,2023-08-10,NA,1,R_1gHMfSWjLVm2PDT,R_10utKXpMtlWqcHS
Male,Yes,NA,842,2023-08-10,NA,1,R_24uWfaVWyAhnvnA,R_1FRkqpfljBX1E50
Male,No,NA,556,2023-08-10,NA,1,R_1jAJsVFsbB5obtY,R_8vamtTqttKeIqiZ
Female,No,NA,1123,2023-08-11,NA,1,R_1FE89QT6Ef2MYma,R_3FXmh1Uj2rMTzEZ
Male,NA,Both statements are true OR neither is true.,293,2023-08-11,1,NA,R_Xv8qnqUsajPFJbr,R_1CqCGj4WXjBx0fD
Male,No,NA,1541,2023-08-11,NA,1,R_Di9SHszI6jAY5Vv,R_28YEik5pJOpx17T
Male,Yes,NA,211,2023-08-11,NA,1,R_YPRL06mvgJaEKHv,R_3QQmJ1z6tnpRmjL
Female,NA,Both statements are true OR neither is true.,1891,2023-08-11,1,NA,R_10N70APOf0Pt4V7,R_3kiyvHYAUSL8Vtj
Male,NA,Both statements are true OR neither is true.,777659,2023-08-02,1,NA,R_3JEPMV0XUYZ4RZD,R_1nNoWcZYtXB6CBJ
Female,NA,Both statements are true OR neither is true.,540,2023-08-11,1,NA,R_3jVhheLfgZezd3S,R_ufyZMdo0UaDSQtH
Female,NA,Both statements are true OR neither is true.,590,2023-08-11,1,NA,R_3nTcfVyKlz049cp,R_qEZDV7EywH2y5nH
Female,NA,Both statements are true OR neither is true.,36674,2023-08-11,1,NA,R_3ezA5bDqNOueBPj,R_31WX9dyqTAi5unD
Female,No,NA,595,2023-08-11,NA,1,R_3ptBlKi7RiyJGdW,R_2c8FHJDOZdQ9Oqw
Male,No,NA,671,2023-08-11,NA,1,R_2waAAEE3TiMEdn4,R_269JFJ0DSldHL7H
Female,NA,One of the two statements is true.,290,2023-08-11,1,NA,R_WiEyW30yKSYMXeN,R_VL6GLss0gwrrGBb
Male,No,NA,2478,2023-08-12,NA,1,R_3Pz8lpm97kHebSN,R_3qqciFYY2N4EBSL
Female,NA,One of the two statements is true.,322,2023-08-12,1,NA,R_OPDCcANNRkFHMdz,R_2DZDq78ngzwIvcs
Male,NA,One of the two statements is true.,1601,2023-08-12,1,NA,R_3MbY1cREsrTUb3i,R_bO3WDXBDnp2GbCN
Female,No,NA,1008,2023-08-12,NA,1,R_Qo9emFS3NbcDv8J,R_1LAM7HSGEwm02PH
Male,NA,NA,238,2023-08-12,1,NA,R_2QRqXGg2odTUjHD,R_31TT6PQZQWpTM0B
Male,NA,NA,248,2023-08-12,1,NA,R_2XdLuGcLGn2FNX0,R_1cU1lb6TQU5JoSp
Male,No,NA,51471,2023-08-12,NA,1,R_2ahmEIUHbNMXtXo,R_1QnDkwMZtd1ovvk
Female,NA,One of the two statements is true.,1481,2023-08-12,1,NA,R_UJGxM3ECC1QRJ3r,R_2Ubn3eJKaUdFCDl
Female,NA,Both statements are true OR neither is true.,1051,2023-08-12,1,NA,R_1Fa2vmj9WHUVdby,R_2Cd2ObGTpwMp6tp
Male,NA,Both statements are true OR neither is true.,1828,2023-08-12,1,NA,R_1Kyc6JS5CCZltD2,R_3Ja4fHKGfV8PZ6u
Female,NA,Both statements are true OR neither is true.,556,2023-08-12,1,NA,R_Qm32AsQWnTe0Sg9,R_Bt81EXvvn5pLYk1
Male,NA,Both statements are true OR neither is true.,1801,2023-08-12,1,NA,R_d5cmGVbnZWmm4lH,R_1F930dFXuajTSH7
Male,No,NA,942,2023-08-12,NA,1,R_3D5T9yAks07T7LX,R_27J67YjUKbiH5jt
Female,NA,Both statements are true OR neither is true.,712,2023-08-13,1,NA,R_1OId4d39SLOOpu0,R_eE9i0MVs0dAZqXn
Female,Yes,NA,660,2023-08-13,NA,1,R_2cpDF0x0hCbVaay,R_2afVsl5t9FkPC0d
Male,NA,Both statements are true OR neither is true.,169,2023-08-13,1,NA,R_2AFmtYkBha1Upvu,R_20STRQ6sfIClQCP
Female,No,NA,180368,2023-08-11,NA,1,R_r8z4IbxOW4g7EJP,R_1Kwea7DFACedwoi
Female,Yes,NA,3556,2023-08-13,NA,1,R_2rA9p0ClGtY0LRq,R_1F9W8sbbaiJQkAL
Male,NA,One of the two statements is true.,1815,2023-08-13,1,NA,R_1Ol7m5VxjLD4XLN,R_uypNPZPRFJsk19f
Female,NA,NA,325,2023-08-13,1,NA,R_wQMNnbJXM0qd92F,R_2rr2Damgrsun7xF
Male,No,NA,844,2023-08-13,NA,1,R_Pv6cVmVOg5flyhP,R_3DoTyi3RLz2pICb
Female,No,NA,466,2023-08-13,NA,1,R_2pWZDvSkwiocWbE,R_2D7AkoNqIvGofaA
Male,No,NA,247,2023-08-14,NA,1,R_30idwr5A05gvxTX,R_12KekIr4SBfW5y8
Female,NA,Both statements are true OR neither is true.,591,2023-08-14,1,NA,R_1pXUXWGSDXeTa7f,R_1Qnpb80DDgLWA1q
Female,NA,Both statements are true OR neither is true.,1741,2023-08-14,1,NA,R_3PXYiwHXxm1acQH,R_2TvG1PFXGidBlf3
Female,No,NA,408,2023-08-14,NA,1,R_Zf1rzQTHyF3VL69,R_dmv9HFEG9lAQe8p
Male,NA,One of the two statements is true.,312,2023-08-14,1,NA,R_21H8R8ObXlrdxh0,R_3fuWnOmELdB9Sut
Male,No,NA,574,2023-08-14,NA,1,R_3em1rqYdy4QMsir,R_3Pz5JpJV0zCpGuE
Male,No,NA,1382,2023-08-14,NA,1,R_2dgVP5bqe8tlZVw,R_1rwAvsRMUk9Tt6g
Female,No,NA,527,2023-08-14,NA,1,R_2uIhDhYiHhQENcc,R_1Kkd7A8NV0jzEyg
Female,Yes,NA,93328,2023-08-13,NA,1,R_10Z71zvoVslNr1m,R_25XCV324k4R6iYq
Male,No,NA,2246,2023-08-14,NA,1,R_1eUKaV8VwjRukQ1,R_2162Gp77NwbFG64
Female,No,NA,2222,2023-08-14,NA,1,R_2BfAY0WJQ5858BY,R_1Q3KH9KRG5hHOAI
Female,NA,Both statements are true OR neither is true.,955,2023-08-14,1,NA,R_2CPSlOG68f6Dzon,R_YWUWVvmKRgawZnr
Female,NA,One of the two statements is true.,739,2023-08-14,1,NA,R_1kZlIUSjUkXgrku,R_1dKtK3vd7IRcgiJ
Male,No,NA,585937,2023-08-07,NA,1,R_1H06YV34JLZM7fR,R_1Fs5FbGoNyIVNuu
Female,NA,One of the two statements is true.,1178,2023-08-14,1,NA,R_1CBhXHYtgSpidXP,R_1IbdMd0WkqxnpZv
Male,NA,One of the two statements is true.,1218,2023-08-14,1,NA,R_cO2VL7Pkc2TdYAh,R_RqKeArueczopVGp
Male,NA,Both statements are true OR neither is true.,564,2023-08-14,1,NA,R_1f0Aa8qUU61BrCt,R_2SdzeacnUbVK1yH
Male,Yes,NA,1271,2023-08-14,NA,1,R_bC76CgfAf4iVlLP,R_2D2hBDtn2acitbO
Male,No,NA,599,2023-08-14,NA,1,R_23Wv20K8LyhtJob,R_4I4ALAqcD2tGOIh
Male,No,NA,1056693,2023-08-02,NA,1,R_1laGA6Nt1cypWjS,R_2tsvoBG8XFWsgjm
Male,NA,One of the two statements is true.,530,2023-08-14,1,NA,R_3oZuQZdq7igUDi3,R_2ePyL9pRMW0DLfQ
Female,NA,One of the two statements is true.,527302,2023-08-08,1,NA,R_2fp3V2nmXjhoHPC,R_1PcvUb8rXul3EQK
Female,NA,Both statements are true OR neither is true.,973,2023-08-14,1,NA,R_1JKNU653IJ5adkO,R_2ClJrM8nozuAoO5
Male,NA,Both statements are true OR neither is true.,446,2023-08-14,1,NA,R_2dFO7VLupffNwOd,R_31LYcb3w2DTCAep
Male,No,NA,558899,2023-08-08,NA,1,R_AifA8rTiPcbaIKd,R_2c6KFUCulaWxf00
Male,No,NA,1586,2023-08-14,NA,1,R_21zVL0SHr6kQuQw,R_22zAUqiOCnmXDVh
Male,NA,One of the two statements is true.,5776,2023-08-14,1,NA,R_2WZvBQLzWEbFtJ2,R_2gZv9MIEfKaBrLX
Male,No,NA,4111,2023-08-14,NA,1,R_2zpWsOGP7T54ksj,R_1OE34yAAPj41OrA
Male,No,NA,7542,2023-08-14,NA,1,R_25yV8F6jRB9cmgH,R_2S7RttOku6kBHNf
Male,Yes,NA,1152,2023-08-14,NA,1,R_31Xj9pdSIF15LQA,R_4GgZL2CtexEKe5z
Male,Yes,NA,1238,2023-08-14,NA,1,R_3PBTIRmGsuqizIL,R_1nNr0tb3kigGFoK
Male,No,NA,529,2023-08-14,NA,1,R_uaEmjwbn67WSdGh,R_1Dqmj7sUGW6w3vy
Male,Yes,NA,153949,2023-08-13,NA,1,R_3Ge2QlphsIu5qpy,R_vjImXKIc7JbxshH
Male,No,NA,979,2023-08-14,NA,1,R_1IoeyZ4THMAZRro,R_2uF0m7gCNbl8wdB
Female,Yes,NA,651,2023-08-14,NA,1,R_3nJeF6okzKWyYX2,R_25Rzt4LHG5tcPcL
Female,NA,One of the two statements is true.,1229,2023-08-15,1,NA,R_2aDoqKin8xxpNsJ,R_3NSx5d04ydvBhvj
Female,NA,Both statements are true OR neither is true.,1276,2023-08-15,1,NA,R_2xDh5WcVrBYwZ58,R_1FaMEtTmGaREhtG
Male,NA,Both statements are true OR neither is true.,483,2023-08-15,1,NA,R_1FgNTV8xRCcaGie,R_1OqQXweLeG1DUOv
Female,NA,One of the two statements is true.,1778005,2023-07-25,1,NA,R_410bXAz3zIuGBYl,R_1OizkP9ClyvDrV3
Female,NA,NA,198,2023-08-15,1,NA,R_eJWj6oQxPAUSbjH,R_2cbwTW0hmHrGgqv
Male,No,NA,576,2023-08-15,NA,1,R_2PzmVmKDnDW2elH,R_0dYyt3wWPvy1eOR
Other:,No,NA,515,2023-08-15,NA,1,R_3KVjieTDlVVJjJ3,R_2qzckGZ7fvmeZAP
Male,NA,Both statements are true OR neither is true.,1040,2023-08-15,1,NA,R_3MigVrwL6Q6qzUb,R_1IiS4IPdmKvAlF6
Male,Yes,NA,416,2023-08-15,NA,1,R_3pEr61i2sAB70AN,R_2aP0jFGmHW6OgE0
Female,No,NA,642190,2023-08-08,NA,1,R_VPBAnrBT7Ez7Ra9,R_2R9RXXWU6lEnZJ8
Male,NA,One of the two statements is true.,238640,2023-08-12,1,NA,R_1plCChiF5CK3mcD,R_271Dk0yFr2tLbVU
Male,NA,One of the two statements is true.,516,2023-08-15,1,NA,R_3iz2bjCeNTYXebK,R_3scP9qCVcZ5qu8R
Male,No,NA,569314,2023-08-08,NA,1,R_2ts4ogIY8ljbT4a,R_570V4Zfea1DqBEZ
Male,NA,Both statements are true OR neither is true.,916,2023-08-15,1,NA,R_vMiDXbEVYymHIv7,R_22tbrqj62gkYYCz
Male,Yes,NA,484,2023-08-15,NA,1,R_1lcLFAbvQiEb8ih,R_1QyBCGjkiXSjVyL
Male,No,NA,776,2023-08-15,NA,1,R_2UXGJpPjGfoVGpl,R_3lDfAcCB9PNS6mI
Male,No,NA,5418,2023-08-15,NA,1,R_2BhXC7kqJi9KURn,R_yWQ4cYYwu4qfzbz
Female,NA,One of the two statements is true.,675,2023-08-15,1,NA,R_2Bh7773Mx40ciNk,R_XyTepZpleh7etpv
Female,No,NA,328,2023-08-15,NA,1,R_2fCMeDWmt99PHtr,R_sNeGlTAaKPj32dr
Female,Yes,NA,331,2023-08-15,NA,1,R_3p5SzmM8dAqJCDk,R_3MiD4L78QVODOfT
Male,Yes,NA,4193,2023-08-15,NA,1,R_3Mi0oyQUxKI5MPu,R_2xXJMztTI4JkqjL
Male,No,NA,3260,2023-08-15,NA,1,R_1Gwh10d0JfPaule,R_tQGcWQ9xf8Feqfn
Male,NA,One of the two statements is true.,11796,2023-08-15,1,NA,R_1I779b9tRyi8syi,R_ef9qcs6MZyLJYJz
Male,No,NA,18856,2023-08-15,NA,1,R_3EMDC6SRVGynLGJ,R_1pPZ9AF3FDT3h3X
Male,No,NA,557,2023-08-15,NA,1,R_1jSXyDlNkC3K8FB,R_3MKcmhebr4rCNlK
Female,Yes,NA,338,2023-08-15,NA,1,R_XproUW3ihLeiRsR,R_20U7wF6Z8c4pZzE
Female,NA,One of the two statements is true.,1417,2023-08-15,1,NA,R_32UWIFkd8VPRj7f,R_804CMod9sC3RTup
Male,NA,One of the two statements is true.,24749,2023-08-15,1,NA,R_4NJB92hxyLsfjs5,R_UXQUnhXjdFzN4hb
Male,No,NA,149155,2023-08-14,NA,1,R_sd6zoO6rnWFiAF3,R_2rUAhASfIPIMRpm
Female,NA,Both statements are true OR neither is true.,1035305,2023-08-03,1,NA,R_PvWGYoKwSmLiHbb,R_2ypFDLQ9zP6SASA
Female,No,NA,19881,2023-08-15,NA,1,R_23fcHC749fqKu9P,R_3EtGJAl9SFhxiw5
Female,No,NA,1157,2023-08-15,NA,1,R_2pW6zkDp4jT0WFI,R_339l44O4JhdShf9
Female,NA,One of the two statements is true.,403,2023-08-16,1,NA,R_yZQYtoAuIQqYyE9,R_3mlz7qdcQ9sSNVo
Male,No,NA,380,2023-08-16,NA,1,R_3GCcfXc7daM7SF0,R_1QtopIDTQ5f0wLq
Male,NA,One of the two statements is true.,1147,2023-08-16,1,NA,R_2zTsXYCbR0N57Dy,R_Z1ZA6raQCCx1MRz
Female,Yes,NA,306,2023-08-16,NA,1,R_7aHtz2CuQahz1YZ,R_zfqpad2HrtMuEKd
Male,No,NA,1363,2023-08-16,NA,1,R_28VdN8lwfplpRXY,R_12bUKgAyVmaAUAI
Female,NA,Both statements are true OR neither is true.,18331,2023-08-15,1,NA,R_T5fQ6eYnMibLTSp,R_1IaPDzwc0FqniLE
Male,No,NA,1664,2023-08-16,NA,1,R_1mrTaMaMTDn2jVn,R_3G9d8cPIMpEqCzG
Female,NA,Both statements are true OR neither is true.,340,2023-08-16,1,NA,R_2YD5hwOQYhOFrP4,R_C3sjDMtf0nUxcSB
Male,Yes,NA,989,2023-08-16,NA,1,R_VWK1CxFEg8KVX69,R_2vcaGVCsbnh7Ywy
Male,No,NA,785,2023-08-16,NA,1,R_3j6g6hfVeX0EUyL,R_CkNkc7LhELoC4al
Female,No,NA,292,2023-08-16,NA,1,R_2TBpPNTSv6se7Pe,R_3qfWSEkkjOSnr4e
Female,NA,One of the two statements is true.,1013,2023-08-16,1,NA,R_1LIMEPjMuknYVDU,R_1PbJJ75V8XqRAeY
Female,NA,Both statements are true OR neither is true.,553,2023-08-16,1,NA,R_33dPxSZhM5B3I4c,R_x9jvFyKOHtrjuQV
Female,NA,Both statements are true OR neither is true.,878,2023-08-16,1,NA,R_12bupbiqavYGjrf,R_2rOpXzNChj0n9M1
Male,Yes,NA,1139,2023-08-16,NA,1,R_brLZBuVhLhiyoRr,R_39Qkw8njNndjc53
Male,NA,One of the two statements is true.,900,2023-08-16,1,NA,R_1FG6gOqFvkjMi2s,R_094gMZjlW8FyNWN
Male,Yes,NA,1539659,2023-07-29,NA,1,R_1mXBtK3B1B2M8cJ,R_22o80VlMO8fEoPj
Male,NA,Both statements are true OR neither is true.,97304,2023-08-15,1,NA,R_XLJ2c0dTjKTW717,R_3iR6uxpeyzrMFHr
Other:,NA,Both statements are true OR neither is true.,1373,2023-08-17,1,NA,R_1r8Q2fZ94itk71v,R_2s5fl5j4JD0f3QU
Female,NA,Both statements are true OR neither is true.,3538,2023-08-17,1,NA,R_2fdFjc7gNT9NsFa,R_2ZKvbF1fBy2LpGs
Female,No,NA,495,2023-08-17,NA,1,R_ex61Vdv6AYbgTAZ,R_2WxmsKKw7NilW1L
Male,NA,Both statements are true OR neither is true.,1677,2023-08-17,1,NA,R_2doSulN1k2AmNXQ,R_3BIrVzSg6Xt8Cdj
Female,NA,One of the two statements is true.,435,2023-08-17,1,NA,R_1JVlUeWdpZKtGR8,R_5A3X7tGiUjkZYQ1
Female,Yes,NA,961,2023-08-17,NA,1,R_sGPJbGV0CDoYqsh,R_3PbGUA1tZNqk1NB
Female,NA,Both statements are true OR neither is true.,41703,2023-08-17,1,NA,R_1LzXmkNmRnrjUoI,R_3rPl6jfNDjD3qN3
Male,NA,Both statements are true OR neither is true.,1370,2023-08-18,1,NA,R_269l3m1YyHaQpcX,R_2YENn49RPFiGuOT
Female,No,NA,849,2023-08-18,NA,1,R_3ZV3mgwY4gquSgp,R_3lsFARaIIKLesUo
Female,NA,One of the two statements is true.,900,2023-08-18,1,NA,R_1oHKg4knamtGmmO,R_2SxlMab2Vb6csDL
Male,NA,Both statements are true OR neither is true.,758,2023-08-18,1,NA,R_2awBewMdcxCPqy4,R_2wc6g4F1Bl2uWsT
Male,NA,One of the two statements is true.,2562577,2023-07-19,1,NA,R_6r3PBdvzWYBgkRb,R_1n6o1Tu8n8N7sMA
Male,NA,Both statements are true OR neither is true.,1231,2023-08-18,1,NA,R_3irNn9dMzhhvH4W,R_W267UQHVz4Uu0tH
Female,No,NA,274,2023-08-18,NA,1,R_11anT01YxMAkHEw,R_2sasUVofLDfe3JU
Male,Yes,NA,1017,2023-08-18,NA,1,R_3luyQejGl4NnrVz,R_28zCn25l5y1i1WH
Female,NA,Both statements are true OR neither is true.,363,2023-08-18,1,NA,R_1jm79u1Et5dx6XU,R_82soufXHvG1v9lL
Female,NA,Both statements are true OR neither is true.,1002,2023-08-18,1,NA,R_1qWkbzdiHqeJ24H,R_1rkUz16Ogrx6Ulw
Female,No,NA,1254,2023-08-18,NA,1,R_3HCgch94SomPCZh,R_2xGfBNqVHPIO2rC
